order_id,order_date,customer_id,product_id,employee_id,region,quantity,discount,revenue,profit
O04707,2023-05-23,C0146,P025,E0179,Central,6,0.0,1144.38,503.46
O03973,2023-05-23,C0140,P021,E0066,West,3,0.0,138.21,37.17
O00314,2023-05-24,C0238,P012,E0036,North,1,0.0,132.59,55.67
O03128,2023-05-25,C0376,P002,E0087,North,6,0.0,6370.68,3153.84
O03595,2023-05-25,C0229,P016,E0097,West,1,0.0,129.84,50.51
O01787,2023-05-25,C0375,P011,E0097,West,6,0.0,3162.24,1379.46
O00345,2023-05-27,C0039,P022,E0193,West,2,0.0,679.36,173.54
O02766,2023-05-27,C0126,P016,E0035,East,7,0.0,908.88,353.57
O03934,2023-06-01,C0317,P002,E0066,East,5,0.0,5308.9,2628.2
O01865,2023-06-01,C0137,P005,E0074,South,6,0.1,2811.67,728.05
O04187,2023-06-01,C0238,P013,E0126,North,4,0.0,782.8,313.2
O00428,2023-06-02,C0084,P016,E0109,North,3,0.1,350.57,112.58
O01376,2023-06-02,C0397,P020,E0047,West,3,0.0,60.12,26.4
O01746,2023-06-02,C0182,P025,E0001,Central,6,0.0,1144.38,503.46
O00068,2023-06-02,C0191,P012,E0179,East,4,0.0,530.36,222.68
O01893,2023-06-02,C0089,P005,E0004,Central,4,0.0,2082.72,693.64
O03055,2023-06-03,C0091,P019,E0052,West,3,0.0,81.12,27.75
O01698,2023-06-03,C0039,P022,E0046,West,6,0.05,1936.18,418.72
O03302,2023-06-04,C0376,P022,E0179,North,6,0.0,2038.08,520.62
O00617,2023-06-04,C0386,P015,E0052,North,1,0.0,92.01,25.88
O02157,2023-06-04,C0256,P026,E0072,East,7,0.0,1842.82,788.13
O04440,2023-06-04,C0115,P025,E0021,West,3,0.0,572.19,251.73
O03886,2023-06-05,C0201,P005,E0172,West,6,0.1,2811.67,728.05
O04494,2023-06-05,C0095,P023,E0088,West,7,0.0,2112.74,652.47
O03793,2023-06-05,C0364,P004,E0150,North,1,0.0,1211.6,345.12
O02100,2023-06-06,C0115,P025,E0066,West,1,0.0,190.73,83.91
O02669,2023-06-06,C0383,P017,E0121,East,5,0.15,200.26,32.16
O01298,2023-06-06,C0171,P021,E0088,West,3,0.0,138.21,37.17
O01326,2023-06-07,C0015,P004,E0172,North,5,0.0,6058.0,1725.6
O03365,2023-06-07,C0082,P021,E0162,East,7,0.0,322.49,86.73
O00925,2023-06-08,C0164,P018,E0179,West,3,0.0,58.5,21.3
O04092,2023-06-09,C0087,P009,E0074,West,3,0.0,725.31,264.36
O03015,2023-06-09,C0244,P017,E0004,Central,6,0.0,282.72,81.0
O02441,2023-06-09,C0271,P020,E0135,North,4,0.05,76.15,31.19
O02426,2023-06-09,C0261,P015,E0064,Central,1,0.0,92.01,25.88
O04744,2023-06-09,C0174,P020,E0064,West,6,0.1,108.22,40.78
O04826,2023-06-10,C0193,P019,E0151,West,6,0.0,162.24,55.5
O02129,2023-06-10,C0141,P002,E0126,North,4,0.1,3822.41,1677.85
O03519,2023-06-10,C0128,P001,E0172,East,2,0.05,2028.71,611.01
O04495,2023-06-11,C0317,P016,E0066,East,2,0.0,259.68,101.02
O01877,2023-06-11,C0295,P013,E0001,South,4,0.0,782.8,313.2
O00332,2023-06-11,C0126,P024,E0088,East,5,0.05,1465.85,508.95
O02571,2023-06-11,C0079,P003,E0017,Central,2,0.0,1249.02,562.74
O00018,2023-06-11,C0266,P001,E0107,South,6,0.05,6086.12,1833.02
O03695,2023-06-11,C0337,P007,E0103,South,4,0.1,709.42,259.42
O01928,2023-06-12,C0186,P021,E0078,West,4,0.0,184.28,49.56
O02345,2023-06-12,C0154,P003,E0087,South,2,0.0,1249.02,562.74
O02274,2023-06-12,C0224,P016,E0162,East,7,0.1,817.99,262.68
O01161,2023-06-12,C0348,P025,E0150,South,7,0.0,1335.11,587.37
O03612,2023-06-13,C0114,P010,E0121,West,2,0.05,1122.84,250.3
O03003,2023-06-13,C0272,P006,E0193,East,7,0.05,2448.33,982.46
O00362,2023-06-14,C0314,P006,E0107,East,3,0.0,1104.51,476.28
O04309,2023-06-14,C0034,P021,E0066,Central,3,0.05,131.3,30.26
O00302,2023-06-14,C0032,P021,E0046,North,4,0.05,175.07,40.35
O01020,2023-06-14,C0099,P022,E0074,South,4,0.0,1358.72,347.08
O03823,2023-06-14,C0131,P012,E0072,North,3,0.0,397.77,167.01
O00904,2023-06-14,C0216,P026,E0152,West,1,0.0,263.26,112.59
O02672,2023-06-15,C0273,P012,E0036,West,6,0.05,755.76,294.24
O02215,2023-06-15,C0115,P017,E0035,West,2,0.0,94.24,27.0
O01225,2023-06-15,C0315,P025,E0047,North,4,0.0,762.92,335.64
O00384,2023-06-15,C0023,P001,E0135,Central,3,0.0,3203.22,1076.67
O02210,2023-06-16,C0153,P018,E0193,East,6,0.0,117.0,42.6
O01919,2023-06-16,C0207,P010,E0035,South,1,0.15,502.32,66.05
O01339,2023-06-16,C0248,P019,E0151,Central,4,0.05,102.75,31.59
O03261,2023-06-17,C0195,P022,E0010,East,2,0.0,679.36,173.54
O02431,2023-06-17,C0092,P005,E0087,Central,4,0.0,2082.72,693.64
O02119,2023-06-17,C0339,P016,E0046,North,5,0.0,649.2,252.55
O02787,2023-06-17,C0248,P008,E0121,Central,3,0.0,1716.96,467.73
O04948,2023-06-18,C0398,P024,E0001,Central,1,0.1,277.74,86.36
O02010,2023-06-18,C0014,P018,E0172,North,2,0.15,33.15,8.35
O04137,2023-06-18,C0249,P018,E0004,Central,5,0.0,97.5,35.5
O00985,2023-06-18,C0310,P013,E0109,South,7,0.0,1369.9,548.1
O01441,2023-06-19,C0366,P022,E0036,North,6,0.0,2038.08,520.62
O02330,2023-06-19,C0248,P009,E0172,Central,7,0.0,1692.39,616.84
O02754,2023-06-19,C0023,P013,E0021,Central,6,0.0,1174.2,469.8
O04909,2023-06-19,C0073,P023,E0064,South,6,0.05,1720.37,468.71
O00716,2023-06-20,C0035,P006,E0078,West,7,0.1,2319.47,853.6
O00278,2023-06-20,C0271,P001,E0021,North,4,0.0,4270.96,1435.56
O00131,2023-06-20,C0133,P019,E0047,North,1,0.0,27.04,9.25
O00992,2023-06-20,C0207,P005,E0004,South,1,0.1,468.61,121.34
O04636,2023-06-21,C0027,P017,E0222,East,5,0.0,235.6,67.5
O02792,2023-06-23,C0247,P002,E0001,East,7,0.0,7432.46,3679.48
O03027,2023-06-23,C0258,P026,E0074,East,2,0.0,526.52,225.18
O02030,2023-06-23,C0032,P021,E0021,North,7,0.0,322.49,86.73
O04679,2023-06-23,C0047,P002,E0035,West,4,0.0,4247.12,2102.56
O01792,2023-06-24,C0048,P004,E0021,West,4,0.15,4119.44,653.52
O04761,2023-06-24,C0387,P011,E0088,East,1,0.0,527.04,229.91
O04080,2023-06-24,C0127,P008,E0235,East,1,0.0,572.32,155.91
O04379,2023-06-24,C0096,P016,E0152,West,7,0.0,908.88,353.57
O01478,2023-06-24,C0287,P007,E0153,Central,4,0.0,788.24,338.24
O00486,2023-06-26,C0375,P019,E0109,West,7,0.0,189.28,64.75
O04748,2023-06-26,C0344,P016,E0035,South,1,0.0,129.84,50.51
O03231,2023-06-26,C0367,P025,E0017,East,5,0.1,858.28,324.18
O04481,2023-06-26,C0047,P015,E0103,West,1,0.0,92.01,25.88
O00232,2023-06-26,C0067,P003,E0047,South,2,0.1,1124.12,437.84
O03593,2023-06-26,C0287,P013,E0103,Central,6,0.0,1174.2,469.8
O02796,2023-06-27,C0274,P022,E0222,West,4,0.15,1154.91,143.27
O04865,2023-06-27,C0223,P002,E0010,North,6,0.0,6370.68,3153.84
O04387,2023-06-27,C0090,P013,E0222,Central,4,0.0,782.8,313.2
O04004,2023-07-01,C0309,P021,E0103,East,1,0.0,46.07,12.39
O01666,2023-07-01,C0260,P021,E0052,Central,4,0.0,184.28,49.56
O04034,2023-07-01,C0353,P002,E0235,North,2,0.0,2123.56,1051.28
O03466,2023-07-01,C0052,P008,E0153,South,7,0.0,4006.24,1091.37
O00889,2023-07-01,C0271,P023,E0074,North,3,0.0,905.46,279.63
O03105,2023-07-03,C0245,P001,E0046,North,5,0.0,5338.7,1794.45
O02236,2023-07-03,C0209,P006,E0162,Central,2,0.0,736.34,317.52
O00284,2023-07-03,C0149,P009,E0010,East,2,0.05,459.36,152.06
O03717,2023-07-03,C0319,P009,E0097,South,6,0.05,1378.09,456.19
O04246,2023-07-03,C0155,P016,E0152,South,3,0.0,389.52,151.53
O03201,2023-07-03,C0276,P016,E0005,West,4,0.0,519.36,202.04
O00912,2023-07-04,C0194,P002,E0179,East,6,0.1,5733.61,2516.77
O00083,2023-07-04,C0372,P023,E0150,West,5,0.05,1433.64,390.59
O00248,2023-07-04,C0075,P018,E0162,East,4,0.0,78.0,28.4
O04339,2023-07-05,C0168,P018,E0126,North,3,0.0,58.5,21.3
O03034,2023-07-05,C0180,P007,E0103,East,7,0.0,1379.42,591.92
O00927,2023-07-05,C0221,P023,E0010,West,4,0.0,1207.28,372.84
O03658,2023-07-06,C0356,P014,E0052,West,5,0.0,716.9,354.3
O00105,2023-07-06,C0225,P019,E0052,South,3,0.0,81.12,27.75
O03459,2023-07-06,C0223,P020,E0152,North,6,0.05,114.23,46.79
O02601,2023-07-06,C0019,P006,E0010,Central,5,0.0,1840.85,793.8
O04377,2023-07-07,C0017,P015,E0021,Central,1,0.15,78.21,12.08
O04029,2023-07-07,C0045,P020,E0087,West,1,0.15,17.03,5.79
O03175,2023-07-07,C0167,P009,E0052,South,1,0.0,241.77,88.12
O03811,2023-07-08,C0040,P014,E0126,East,4,0.0,573.52,283.44
O04446,2023-07-08,C0146,P013,E0088,Central,1,0.0,195.7,78.3
O01431,2023-07-08,C0326,P023,E0162,East,5,0.05,1433.64,390.59
O03905,2023-07-08,C0228,P008,E0153,Central,2,0.1,1030.18,197.36
O01680,2023-07-09,C0290,P017,E0187,West,4,0.05,179.06,44.58
O01870,2023-07-09,C0202,P026,E0153,South,6,0.15,1342.63,438.61
O00240,2023-07-09,C0388,P003,E0078,North,3,0.05,1779.85,750.43
O01576,2023-07-09,C0085,P024,E0072,West,3,0.0,925.8,351.66
O03709,2023-07-09,C0008,P015,E0193,West,1,0.0,92.01,25.88
O00640,2023-07-09,C0144,P024,E0035,North,1,0.05,293.17,101.79
O00958,2023-07-10,C0400,P014,E0121,East,5,0.0,716.9,354.3
O03374,2023-07-10,C0072,P004,E0152,Central,5,0.0,6058.0,1725.6
O04527,2023-07-11,C0276,P019,E0066,West,2,0.0,54.08,18.5
O04320,2023-07-11,C0150,P002,E0005,East,4,0.15,3610.05,1465.49
O00122,2023-07-11,C0289,P014,E0017,North,3,0.1,387.13,169.57
O01964,2023-07-11,C0205,P013,E0047,West,7,0.0,1369.9,548.1
O04436,2023-07-12,C0333,P003,E0005,North,5,0.0,3122.55,1406.85
O02920,2023-07-12,C0136,P016,E0064,West,3,0.0,389.52,151.53
O00029,2023-07-12,C0071,P006,E0021,East,6,0.0,2209.02,952.56
O02187,2023-07-12,C0010,P020,E0035,South,5,0.0,100.2,44.0
O02244,2023-07-12,C0191,P025,E0193,East,5,0.15,810.6,276.5
O00001,2023-07-13,C0027,P008,E0097,East,1,0.0,572.32,155.91
O02128,2023-07-13,C0228,P003,E0064,Central,3,0.0,1873.53,844.11
O04710,2023-07-13,C0248,P008,E0035,Central,1,0.0,572.32,155.91
O02408,2023-07-14,C0107,P004,E0021,Central,1,0.1,1090.44,223.96
O01281,2023-07-14,C0300,P023,E0021,East,5,0.0,1509.1,466.05
O01987,2023-07-15,C0326,P020,E0074,East,3,0.0,60.12,26.4
O02976,2023-07-15,C0384,P019,E0152,Central,5,0.0,135.2,46.25
O02602,2023-07-16,C0076,P013,E0010,West,3,0.0,587.1,234.9
O01780,2023-07-16,C0266,P009,E0179,South,4,0.0,967.08,352.48
O04477,2023-07-16,C0103,P018,E0021,Central,5,0.05,92.62,30.62
O01262,2023-07-16,C0224,P016,E0078,East,4,0.0,519.36,202.04
O02918,2023-07-16,C0287,P020,E0088,Central,2,0.05,38.08,15.6
O00380,2023-07-16,C0349,P014,E0005,North,1,0.0,143.38,70.86
O04844,2023-07-17,C0301,P010,E0005,West,7,0.0,4136.79,1082.9
O01631,2023-07-17,C0206,P025,E0072,North,4,0.0,762.92,335.64
O00207,2023-07-17,C0242,P005,E0021,North,2,0.1,937.22,242.68
O02961,2023-07-18,C0386,P020,E0021,North,1,0.0,20.04,8.8
O02120,2023-07-18,C0299,P020,E0052,West,4,0.0,80.16,35.2
O01301,2023-07-18,C0131,P014,E0021,North,6,0.0,860.28,425.16
O04568,2023-07-18,C0092,P001,E0087,Central,7,0.0,7474.18,2512.23
O02611,2023-07-19,C0196,P003,E0222,West,6,0.0,3747.06,1688.22
O00427,2023-07-19,C0297,P021,E0005,Central,4,0.0,184.28,49.56
O00672,2023-07-20,C0066,P005,E0179,Central,5,0.0,2603.4,867.05
O03746,2023-07-20,C0287,P022,E0135,Central,5,0.0,1698.4,433.85
O02949,2023-07-20,C0304,P007,E0103,North,3,0.05,561.62,224.12
O01242,2023-07-20,C0077,P011,E0035,North,3,0.0,1581.12,689.73
O01853,2023-07-21,C0188,P009,E0103,East,1,0.15,205.5,51.85
O00952,2023-07-21,C0288,P007,E0005,South,2,0.1,354.71,129.71
O01188,2023-07-22,C0321,P024,E0078,East,1,0.1,277.74,86.36
O02268,2023-07-22,C0116,P024,E0222,East,1,0.0,308.6,117.22
O01629,2023-07-23,C0162,P018,E0193,North,2,0.0,39.0,14.2
O02503,2023-07-24,C0118,P006,E0088,East,5,0.0,1840.85,793.8
O00078,2023-07-24,C0256,P022,E0103,East,1,0.0,339.68,86.77
O01204,2023-07-24,C0298,P019,E0151,South,7,0.0,189.28,64.75
O00634,2023-07-25,C0162,P003,E0088,North,6,0.0,3747.06,1688.22
O02917,2023-07-25,C0020,P020,E0066,South,7,0.0,140.28,61.6
O00862,2023-07-25,C0070,P010,E0162,West,6,0.0,3545.82,928.2
O00152,2023-07-25,C0128,P017,E0126,East,4,0.0,188.48,54.0
O01392,2023-07-25,C0086,P026,E0078,West,3,0.1,710.8,258.79
O03579,2023-07-26,C0190,P016,E0222,West,3,0.0,389.52,151.53
O01288,2023-07-26,C0016,P018,E0150,South,2,0.1,35.1,10.3
O02273,2023-07-26,C0287,P011,E0193,Central,6,0.0,3162.24,1379.46
O01135,2023-07-27,C0191,P017,E0172,East,1,0.0,47.12,13.5
O03186,2023-08-01,C0020,P004,E0005,South,4,0.05,4604.08,1138.16
O01127,2023-08-01,C0361,P022,E0172,West,2,0.0,679.36,173.54
O01157,2023-08-01,C0120,P006,E0004,East,5,0.05,1748.81,701.76
O04919,2023-08-01,C0092,P005,E0047,Central,3,0.1,1405.84,364.03
O01485,2023-08-02,C0219,P024,E0135,Central,5,0.0,1543.0,586.1
O04981,2023-08-03,C0334,P010,E0035,North,6,0.1,3191.24,573.62
O00224,2023-08-04,C0226,P010,E0035,Central,3,0.0,1772.91,464.1
O02785,2023-08-04,C0307,P001,E0222,West,3,0.0,3203.22,1076.67
O03955,2023-08-04,C0390,P009,E0121,East,4,0.0,967.08,352.48
O04369,2023-08-05,C0014,P013,E0153,North,6,0.0,1174.2,469.8
O01842,2023-08-05,C0247,P010,E0078,East,7,0.0,4136.79,1082.9
O04801,2023-08-05,C0176,P009,E0046,West,1,0.0,241.77,88.12
O03552,2023-08-05,C0223,P001,E0079,North,3,0.0,3203.22,1076.67
O01259,2023-08-06,C0308,P019,E0126,East,1,0.0,27.04,9.25
O01291,2023-08-06,C0386,P003,E0021,North,2,0.0,1249.02,562.74
O02609,2023-08-06,C0099,P017,E0126,South,2,0.05,89.53,22.29
O04209,2023-08-06,C0223,P009,E0078,North,2,0.0,483.54,176.24
O01153,2023-08-06,C0274,P011,E0121,West,2,0.0,1054.08,459.82
O00182,2023-08-07,C0130,P026,E0107,East,7,0.0,1842.82,788.13
O00852,2023-08-07,C0267,P001,E0064,East,1,0.0,1067.74,358.89
O01207,2023-08-08,C0106,P010,E0035,West,3,0.1,1595.62,286.81
O00123,2023-08-09,C0351,P018,E0064,South,4,0.0,78.0,28.4
O03439,2023-08-09,C0243,P012,E0153,East,3,0.0,397.77,167.01
O04843,2023-08-09,C0196,P013,E0121,West,2,0.0,391.4,156.6
O02504,2023-08-10,C0021,P011,E0153,West,4,0.0,2108.16,919.64
O03297,2023-08-10,C0059,P023,E0035,East,5,0.0,1509.1,466.05
O00143,2023-08-11,C0298,P018,E0153,South,7,0.0,136.5,49.7
O01994,2023-08-11,C0314,P023,E0017,East,5,0.05,1433.64,390.59
O03932,2023-08-12,C0361,P017,E0064,West,7,0.1,296.86,61.52
O04708,2023-08-12,C0056,P002,E0035,West,5,0.0,5308.9,2628.2
O03872,2023-08-12,C0369,P023,E0109,West,3,0.0,905.46,279.63
O02490,2023-08-12,C0329,P004,E0079,North,3,0.1,3271.32,671.88
O01267,2023-08-13,C0083,P022,E0126,Central,7,0.0,2377.76,607.39
O02815,2023-08-13,C0203,P015,E0035,Central,4,0.0,368.04,103.52
O01054,2023-08-13,C0295,P003,E0046,South,3,0.05,1779.85,750.43
O04565,2023-08-13,C0005,P006,E0097,Central,6,0.1,1988.12,731.66
O04184,2023-08-13,C0028,P003,E0153,East,1,0.0,624.51,281.37
O04413,2023-08-13,C0004,P010,E0193,South,2,0.0,1181.94,309.4
O04022,2023-08-13,C0232,P023,E0097,South,7,0.1,1901.47,441.2
O01749,2023-08-13,C0188,P023,E0046,East,3,0.05,860.19,234.36
O00938,2023-08-14,C0120,P016,E0004,East,5,0.05,616.74,220.09
O04543,2023-08-15,C0208,P016,E0097,Central,6,0.0,779.04,303.06
O04634,2023-08-15,C0322,P002,E0036,Central,7,0.05,7060.84,3307.86
O01499,2023-08-16,C0190,P007,E0064,West,7,0.0,1379.42,591.92
O01652,2023-08-16,C0314,P006,E0152,East,4,0.0,1472.68,635.04
O03324,2023-08-16,C0293,P004,E0079,East,3,0.0,3634.8,1035.36
O00401,2023-08-17,C0001,P010,E0107,East,5,0.0,2954.85,773.5
O01362,2023-08-17,C0115,P002,E0064,West,2,0.0,2123.56,1051.28
O04459,2023-08-17,C0116,P014,E0151,East,5,0.1,645.21,282.61
O04455,2023-08-17,C0376,P006,E0103,North,5,0.0,1840.85,793.8
O01437,2023-08-17,C0035,P023,E0103,West,1,0.0,301.82,93.21
O03278,2023-08-17,C0356,P011,E0047,West,6,0.0,3162.24,1379.46
O00616,2023-08-18,C0011,P014,E0066,North,3,0.15,365.62,148.06
O04397,2023-08-19,C0335,P022,E0010,Central,3,0.0,1019.04,260.31
O00398,2023-08-19,C0146,P025,E0135,Central,3,0.1,514.97,194.51
O01762,2023-08-19,C0042,P007,E0072,Central,2,0.0,394.12,169.12
O04706,2023-08-19,C0082,P010,E0046,East,5,0.05,2807.11,625.76
O03183,2023-08-20,C0230,P010,E0047,South,7,0.05,3929.95,876.06
O04075,2023-08-21,C0132,P021,E0097,South,6,0.0,276.42,74.34
O01369,2023-08-21,C0383,P012,E0017,East,7,0.0,928.13,389.69
O02628,2023-08-21,C0359,P004,E0036,West,6,0.0,7269.6,2070.72
O00750,2023-08-21,C0330,P011,E0078,Central,3,0.0,1581.12,689.73
O03056,2023-08-22,C0229,P012,E0193,West,7,0.05,881.72,343.28
O02046,2023-08-22,C0104,P002,E0235,Central,1,0.0,1061.78,525.64
O01914,2023-08-22,C0222,P008,E0187,Central,4,0.0,2289.28,623.64
O03058,2023-08-22,C0317,P022,E0046,East,1,0.0,339.68,86.77
O02241,2023-08-22,C0104,P012,E0172,Central,5,0.0,662.95,278.35
O00241,2023-08-23,C0194,P009,E0152,East,4,0.0,967.08,352.48
O01333,2023-08-23,C0338,P026,E0135,Central,3,0.05,750.29,298.28
O04437,2023-08-23,C0396,P007,E0235,Central,5,0.05,936.04,373.54
O04502,2023-08-24,C0125,P016,E0150,North,1,0.0,129.84,50.51
O03192,2023-08-24,C0216,P022,E0121,West,2,0.0,679.36,173.54
O02277,2023-08-24,C0387,P002,E0162,East,3,0.0,3185.34,1576.92
O04173,2023-08-24,C0265,P003,E0004,West,7,0.0,4371.57,1969.59
O04418,2023-08-25,C0173,P023,E0162,Central,4,0.0,1207.28,372.84
O04901,2023-08-25,C0164,P023,E0087,West,7,0.0,2112.74,652.47
O03637,2023-08-25,C0142,P008,E0052,South,5,0.15,2432.36,350.31
O03803,2023-08-25,C0155,P004,E0087,South,3,0.0,3634.8,1035.36
O02312,2023-08-25,C0147,P017,E0001,Central,2,0.15,80.1,12.86
O03769,2023-08-25,C0108,P026,E0152,West,3,0.0,789.78,337.77
O03734,2023-08-25,C0339,P020,E0097,North,5,0.0,100.2,44.0
O04416,2023-08-25,C0150,P018,E0078,East,4,0.0,78.0,28.4
O02968,2023-08-26,C0136,P025,E0088,West,3,0.0,572.19,251.73
O04643,2023-08-26,C0225,P020,E0103,South,7,0.1,126.25,47.57
O03172,2023-08-26,C0386,P002,E0179,North,4,0.1,3822.41,1677.85
O04014,2023-08-26,C0029,P008,E0152,South,5,0.0,2861.6,779.55
O05000,2023-08-26,C0063,P019,E0036,North,5,0.0,135.2,46.25
O01108,2023-08-26,C0102,P023,E0235,East,6,0.0,1810.92,559.26
O01406,2023-08-26,C0220,P014,E0187,North,7,0.0,1003.66,496.02
O02627,2023-08-27,C0327,P007,E0088,West,4,0.0,788.24,338.24
O03414,2023-08-27,C0107,P014,E0052,Central,5,0.0,716.9,354.3
O04411,2023-08-27,C0306,P002,E0172,Central,5,0.0,5308.9,2628.2
O03921,2023-08-27,C0227,P011,E0047,East,7,0.0,3689.28,1609.37
O03111,2023-08-27,C0020,P004,E0103,South,2,0.0,2423.2,690.24
O04804,2023-09-01,C0311,P016,E0126,North,5,0.0,649.2,252.55
O04611,2023-09-01,C0197,P008,E0107,Central,6,0.0,3433.92,935.46
O04849,2023-09-01,C0337,P025,E0036,South,7,0.0,1335.11,587.37
O03606,2023-09-01,C0306,P015,E0162,Central,5,0.1,414.04,83.39
O03389,2023-09-01,C0348,P011,E0151,South,1,0.0,527.04,229.91
O04750,2023-09-02,C0140,P001,E0103,West,7,0.0,7474.18,2512.23
O01182,2023-09-02,C0382,P001,E0135,West,5,0.0,5338.7,1794.45
O01353,2023-09-02,C0347,P017,E0103,North,4,0.0,188.48,54.0
O03780,2023-09-02,C0070,P008,E0035,West,7,0.0,4006.24,1091.37
O02660,2023-09-02,C0232,P009,E0153,South,5,0.0,1208.85,440.6
O04160,2023-09-02,C0022,P026,E0162,South,3,0.15,671.31,219.3
O03080,2023-09-02,C0035,P009,E0072,West,3,0.0,725.31,264.36
O03194,2023-09-03,C0040,P021,E0005,East,2,0.1,82.93,15.57
O01811,2023-09-03,C0121,P009,E0046,Central,4,0.15,822.02,207.42
O02652,2023-09-03,C0120,P013,E0172,East,3,0.15,499.03,146.83
O03322,2023-09-03,C0094,P006,E0151,North,3,0.1,994.06,365.83
O01462,2023-09-03,C0070,P019,E0066,West,5,0.0,135.2,46.25
O03429,2023-09-04,C0386,P020,E0017,North,1,0.0,20.04,8.8
O04104,2023-09-04,C0108,P024,E0135,West,2,0.0,617.2,234.44
O01100,2023-09-04,C0375,P007,E0035,West,6,0.0,1182.36,507.36
O00909,2023-09-04,C0180,P013,E0036,East,3,0.05,557.74,205.54
O02163,2023-09-04,C0097,P023,E0001,East,1,0.05,286.73,78.12
O00366,2023-09-05,C0081,P021,E0193,East,6,0.0,276.42,74.34
O01213,2023-09-05,C0027,P006,E0162,East,2,0.1,662.71,243.89
O04163,2023-09-05,C0182,P023,E0072,Central,7,0.0,2112.74,652.47
O02555,2023-09-06,C0103,P021,E0001,Central,6,0.0,276.42,74.34
O03309,2023-09-06,C0337,P017,E0151,South,4,0.0,188.48,54.0
O04061,2023-09-06,C0171,P023,E0005,West,5,0.1,1358.19,315.14
O03114,2023-09-06,C0070,P011,E0107,West,1,0.0,527.04,229.91
O01620,2023-09-07,C0367,P013,E0121,East,3,0.0,587.1,234.9
O04880,2023-09-07,C0138,P018,E0005,East,7,0.0,136.5,49.7
O03577,2023-09-07,C0254,P016,E0087,South,4,0.0,519.36,202.04
O02972,2023-09-07,C0126,P011,E0222,East,3,0.0,1581.12,689.73
O04982,2023-09-08,C0097,P006,E0152,East,2,0.0,736.34,317.52
O01708,2023-09-08,C0211,P020,E0109,North,3,0.0,60.12,26.4
O01883,2023-09-08,C0050,P011,E0078,West,5,0.0,2635.2,1149.55
O00371,2023-09-08,C0212,P026,E0064,North,7,0.0,1842.82,788.13
O00111,2023-09-08,C0365,P022,E0066,Central,4,0.0,1358.72,347.08
O02809,2023-09-09,C0287,P022,E0036,Central,7,0.0,2377.76,607.39
O00328,2023-09-09,C0378,P002,E0179,East,2,0.15,1805.03,732.75
O03454,2023-09-09,C0224,P008,E0179,East,6,0.05,3262.22,763.76
O04650,2023-09-09,C0119,P007,E0017,North,3,0.0,591.18,253.68
O02563,2023-09-09,C0111,P019,E0109,South,6,0.0,162.24,55.5
O01111,2023-09-10,C0030,P008,E0004,South,2,0.0,1144.64,311.82
O01315,2023-09-10,C0379,P006,E0017,South,4,0.0,1472.68,635.04
O00842,2023-09-10,C0202,P021,E0107,South,5,0.0,230.35,61.95
O02178,2023-09-10,C0273,P006,E0074,West,1,0.1,331.35,121.94
O02658,2023-09-10,C0299,P026,E0079,West,4,0.0,1053.04,450.36
O03819,2023-09-11,C0392,P015,E0066,South,6,0.0,552.06,155.28
O02786,2023-09-11,C0149,P020,E0162,East,4,0.1,72.14,27.18
O01131,2023-09-11,C0364,P003,E0109,North,5,0.0,3122.55,1406.85
O02994,2023-09-11,C0064,P011,E0005,North,4,0.0,2108.16,919.64
O03491,2023-09-11,C0283,P014,E0103,Central,4,0.0,573.52,283.44
O02867,2023-09-12,C0174,P012,E0162,West,2,0.0,265.18,111.34
O02800,2023-09-12,C0352,P010,E0005,Central,7,0.1,3723.11,669.22
O00782,2023-09-12,C0123,P004,E0193,West,1,0.0,1211.6,345.12
O00213,2023-09-12,C0150,P014,E0097,East,7,0.0,1003.66,496.02
O00995,2023-09-12,C0343,P022,E0017,East,2,0.0,679.36,173.54
O01480,2023-09-13,C0276,P021,E0079,West,7,0.0,322.49,86.73
O02286,2023-09-13,C0240,P023,E0047,North,7,0.0,2112.74,652.47
O00092,2023-09-13,C0170,P011,E0021,West,4,0.0,2108.16,919.64
O04714,2023-09-13,C0019,P022,E0097,Central,5,0.0,1698.4,433.85
O01334,2023-09-13,C0118,P011,E0107,East,3,0.15,1343.95,452.56
O00307,2023-09-13,C0267,P009,E0004,East,5,0.0,1208.85,440.6
O04337,2023-09-13,C0032,P013,E0005,North,4,0.15,665.38,195.78
O03475,2023-09-14,C0379,P009,E0103,South,1,0.0,241.77,88.12
O00656,2023-09-14,C0343,P020,E0017,East,5,0.0,100.2,44.0
O03656,2023-09-14,C0325,P012,E0152,East,3,0.0,397.77,167.01
O04735,2023-09-15,C0355,P026,E0017,Central,4,0.0,1053.04,450.36
O00265,2023-09-15,C0397,P006,E0121,West,6,0.0,2209.02,952.56
O02421,2023-09-15,C0245,P022,E0179,North,7,0.05,2258.87,488.5
O02575,2023-09-15,C0387,P020,E0153,East,7,0.05,133.27,54.59
O04120,2023-09-16,C0275,P002,E0187,South,7,0.0,7432.46,3679.48
O02966,2023-09-16,C0261,P015,E0107,Central,6,0.0,552.06,155.28
O04188,2023-09-17,C0128,P004,E0087,East,2,0.15,2059.72,326.76
O00124,2023-09-17,C0148,P015,E0172,West,6,0.0,552.06,155.28
O02967,2023-09-17,C0266,P014,E0121,South,3,0.0,430.14,212.58
O01593,2023-09-17,C0303,P005,E0235,West,6,0.0,3124.08,1040.46
O04683,2023-09-17,C0158,P023,E0162,Central,2,0.1,543.28,126.06
